Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,spend,sample
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,25-34,Male,4-13 nights,17353.289,70068.702,10404004.64,9
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,25-34,Male,14-27 nights,1609.11,35400.42,1472335.65,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,25-34,Female,1-3 nights,14061.11,33098.888,4414691.662,10
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,25-34,Female,4-13 nights,8794.303,38558.606,2980538.807,8
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,35-44,Male,1-3 nights,12879.615,31265.079,4100021.364,6
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,35-44,Male,4-13 nights,1510.596,7182.96,1073507.22,2
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,35-44,Female,1-3 nights,11633.232,34623.435,5127182.407,6
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,35-44,Female,4-13 nights,7803.527,40239.661,4704773.593,9
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,45-54,Male,1-3 nights,5049.963,10099.926,1545921.233,4
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,45-54,Male,4-13 nights,2294.952,19397.742,2820334.097,3
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,45-54,Female,1-3 nights,5406.021,14607.652,1245919.374,4
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,45-54,Female,4-13 nights,2490.408,12452.04,1360474.736,2
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,55-64,Male,1-3 nights,6434.962,16665.534,2077160.718,3
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,55-64,Male,4-13 nights,1906.545,15252.36,686356.2,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,55-64,Female,1-3 nights,5856.778,13620.101,1582112.547,2
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,55-64,Female,4-13 nights,6612.854,29090.768,3617583.598,3
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,65 & over,Male,4-13 nights,2639.352,15836.112,831395.88,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,65 & over,Male,14-27 nights,1421.971,25595.478,21329.565,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,65 & over,Female,1-3 nights,569.663,1708.989,177734.856,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Independent,65 & over,Female,4-13 nights,569.663,3417.978,8544.945,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Non-Independent,16-24,Female,4-13 nights,2231.435,14068.154,428376.563,2
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Non-Independent,25-34,Male,4-13 nights,276.261,1381.305,92823.696,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Non-Independent,35-44,Male,4-13 nights,1140.576,4562.304,248645.568,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Non-Independent,35-44,Female,4-13 nights,1140.576,13686.912,359281.44,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Non-Independent,55-64,Male,4-13 nights,1156.258,4625.032,573503.968,1
2017,Jan-Mar,Overseas residents,Air,France,Holiday,Non-Independent,55-64,Female,1-3 nights,473.866,1421.598,190020.266,1
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,16-24,Male,4-13 nights,6517.367,45621.569,7657800.951,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,16-24,Female,28-90 nights,1906.545,97233.795,4794960.675,1
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,25-34,Male,Nil Stay,2572.355,0,64448.805,3
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,25-34,Male,1-3 nights,5016.957,9378.368,1383158.251,6
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,25-34,Male,4-13 nights,3255.378,17508.942,2151815.67,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,25-34,Male,14-27 nights,993.317,13906.438,1008216.755,1
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,25-34,Female,1-3 nights,3605.62,5218.812,1309272.1,4
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,25-34,Female,4-13 nights,5736.276,48323.494,1487083.24,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,25-34,Female,14-27 nights,344.913,6553.347,177630.195,1
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,35-44,Male,Nil Stay,4964.11,0,279268.728,5
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,35-44,Male,1-3 nights,11611.459,21775.397,3836774.899,17
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,35-44,Male,4-13 nights,2562.091,12870.548,1319476.865,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,35-44,Female,Nil Stay,616.026,0,58522.47,1
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,35-44,Female,1-3 nights,740.04,1480.08,322287.42,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,35-44,Female,4-13 nights,1899.745,11029.021,982230.369,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,45-54,Male,Nil Stay,1887.682,0,185893.98,3
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,45-54,Male,1-3 nights,6680.862,8870.76,2113347.738,10
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,45-54,Male,4-13 nights,2558.362,16604.9,1886779.212,3
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,45-54,Female,Nil Stay,370.02,0,93245.04,1
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,45-54,Female,1-3 nights,953.993,1722.653,458493.015,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,45-54,Female,4-13 nights,370.02,2590.14,355589.22,1
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,55-64,Male,1-3 nights,931.807,2139.875,842760.105,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,55-64,Male,4-13 nights,1726.349,10912.897,1553920.262,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,55-64,Female,1-3 nights,5445.698,16337.094,4520772.55,2
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,65 & over,Male,Nil Stay,655.546,0,88498.71,1
2017,Jan-Mar,Overseas residents,Air,France,Business,Independent,65 & over,Male,1-3 nights,655.546,655.546,140942.39,1
2017,Jan-Mar,Overseas residents,Air,France,Study,Independent,16-24,Female,14-27 nights,660.598,17175.548,538387.37,1
2017,Jan-Mar,Overseas residents,Air,France,Study,Independent,16-24,Female,3-6 months,2626.166,315139.92,10544056.49,1
2017,Jan-Mar,Overseas residents,Air,France,Study,Independent,35-44,Female,4-13 nights,1023.598,7165.186,731872.57,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent, 0-15,Male,4-13 nights,1156.258,8093.806,215063.988,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent, 0-15,Female,1-3 nights,7470.763,22412.289,626410.034,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent, 0-15,Female,4-13 nights,3062.803,14563.728,603772.495,2
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent, 0-15,Female,14-27 nights,1143.347,16006.858,17150.205,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,16-24,Male,1-3 nights,9171.14,18066.019,1318247.667,5
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,16-24,Male,4-13 nights,1756.602,10015.062,405054.75,2
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,16-24,Male,14-27 nights,616.026,8624.364,194048.19,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,16-24,Male,28-90 nights,1143.347,32013.716,131484.905,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,16-24,Female,1-3 nights,6794.158,8896.968,602433.91,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,16-24,Female,4-13 nights,5192.178,25314.609,1168460.295,4
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,25-34,Male,1-3 nights,4644.501,11663.738,519953.883,5
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,25-34,Male,4-13 nights,6082.921,33040.429,1369580.583,5
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,25-34,Male,14-27 nights,1710.998,25664.97,25664.97,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,25-34,Male,28-90 nights,1181.253,75600.192,3561477.795,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,25-34,Female,Nil Stay,1140.576,0,17108.64,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,25-34,Female,1-3 nights,21938.306,50436.207,6480826.663,11
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,25-34,Female,4-13 nights,5799.763,31502.217,2916668.25,8
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,35-44,Male,1-3 nights,2204.287,4888.629,941986.955,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,35-44,Male,4-13 nights,2464.543,18700.048,278061.296,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,35-44,Female,1-3 nights,2035.634,6106.902,260463.96,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,35-44,Female,4-13 nights,12266.594,67234.259,3043512.45,8
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,45-54,Male,Nil Stay,1343.042,0,89983.814,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,45-54,Male,1-3 nights,7359.601,17003.125,919786.507,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,45-54,Male,4-13 nights,2251.475,13793.687,439854.96,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,45-54,Female,1-3 nights,2294.952,4581.646,151839.11,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,45-54,Female,4-13 nights,11059.642,65105.108,2224814.681,9
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,45-54,Female,14-27 nights,2144.689,32167.962,605928.035,2
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,45-54,Female,28-90 nights,1609.11,69191.73,2115979.65,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,55-64,Male,1-3 nights,7982.096,23946.288,1466798.192,4
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,55-64,Male,4-13 nights,2374.428,10715.882,434233.48,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,55-64,Female,1-3 nights,5436.403,12060.747,782319.045,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,55-64,Female,4-13 nights,6572.394,43213.5,2452656.022,8
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,55-64,Female,14-27 nights,4381.173,61336.422,5151597.579,2
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,65 & over,Male,1-3 nights,1023.598,2047.196,15353.97,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,65 & over,Male,4-13 nights,7019.144,58717.766,2369057.61,3
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,65 & over,Female,4-13 nights,8620.398,55604.002,1236426.85,8
2017,Jan-Mar,Overseas residents,Air,France,VFR,Independent,65 & over,Female,28-90 nights,616.026,19096.806,317253.39,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Non-Independent,16-24,Male,4-13 nights,4528.736,18114.944,1118597.792,1
2017,Jan-Mar,Overseas residents,Air,France,VFR,Non-Independent,45-54,Female,4-13 nights,370.02,3700.2,300826.26,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent, 0-15,Male,1-3 nights,605.182,605.182,39336.83,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,16-24,Female,1-3 nights,823.387,1179.518,146656.565,2
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,16-24,Female,4-13 nights,1105.279,7736.953,632219.588,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,25-34,Male,1-3 nights,2264.656,3873.766,375458.22,2
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,25-34,Female,1-3 nights,535.579,535.579,8033.685,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,35-44,Male,1-3 nights,265.891,265.891,4786.038,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,35-44,Female,1-3 nights,1156.258,3468.774,17343.87,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,45-54,Male,1-3 nights,2475.547,4951.094,2512680.205,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,45-54,Female,1-3 nights,2071.224,3779.55,317526.76,3
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Independent,55-64,Male,1-3 nights,362.898,362.898,5443.47,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Non-Independent,35-44,Female,1-3 nights,1140.576,3421.728,639863.136,1
2017,Jan-Mar,Overseas residents,Air,France,Miscellaneous,Non-Independent,45-54,Male,1-3 nights,569.663,569.663,131022.49,1
2017,Jan-Mar,Overseas residents,Air,France,Transit,Independent,16-24,Male,Stay not known,#NULL!,#NULL!,13277.174,4
2017,Jan-Mar,Overseas residents,Air,France,Transit,Independent,16-24,Female,Stay not known,#NULL!,#NULL!,8703.068,1
2017,Jan-Mar,Overseas residents,Air,France,Transit,Independent,25-34,Male,Stay not known,#NULL!,#NULL!,0,2
2017,Jan-Mar,Overseas residents,Air,France,Transit,Independent,35-44,Male,Stay not known,#NULL!,#NULL!,0,2
2017,Jan-Mar,Overseas residents,Air,France,Transit,Independent,35-44,Female,Stay not known,#NULL!,#NULL!,0,3
2017,Jan-Mar,Overseas residents,Air,France,Transit,Independent,45-54,Male,Stay not known,#NULL!,#NULL!,15036.834,6
2017,Jan-Mar,Overseas residents,Air,France,Transit,Independent,45-54,Female,Stay not known,#NULL!,#NULL!,0,1
2017,Jan-Mar,Overseas residents,Air,France,Transit,Independent,55-64,Female,Stay not known,#NULL!,#NULL!,79820.1,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent, 0-15,Male,1-3 nights,649.715,1299.43,204660.225,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent, 0-15,Female,1-3 nights,928.976,2786.928,292627.44,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent, 0-15,Female,4-13 nights,1359.352,5867.784,1486500.2,2
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,16-24,Male,1-3 nights,5949.682,12637.506,1855090.856,8
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,16-24,Male,4-13 nights,2507.667,12817.596,2199308.065,3
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,16-24,Female,Nil Stay,1237.706,0,30942.65,2
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,16-24,Female,1-3 nights,16019.845,35849.494,3875916.821,14
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,16-24,Female,4-13 nights,8486.453,45372.403,3146072.073,10
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,25-34,Male,Nil Stay,1642.897,0,119259.59,2
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,25-34,Male,1-3 nights,9009.149,24396.232,2605317.856,11
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,25-34,Male,4-13 nights,9384.37,50974.447,3785839.87,7
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,25-34,Female,1-3 nights,16590.244,37321.874,5222750.311,18
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,25-34,Female,4-13 nights,8762.624,55141.813,4288081.929,11
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,25-34,Female,28-90 nights,779.657,24949.024,200371.849,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,35-44,Male,Nil Stay,928.976,0,77105.008,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,35-44,Male,1-3 nights,6954.672,18313.337,2222132.118,9
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,35-44,Male,4-13 nights,2982.949,15791.646,2750031.83,4
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,35-44,Female,1-3 nights,3864.087,9375.624,811256.395,5
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,35-44,Female,4-13 nights,4150.455,29913.528,1497379.164,5
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,35-44,Female,14-27 nights,760.341,11405.115,459245.964,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,45-54,Male,1-3 nights,10508.791,27965.075,6534722.852,10
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,45-54,Male,4-13 nights,3005.498,15694.017,1230582.806,5
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,45-54,Female,1-3 nights,8356.328,18127.064,3014914.373,11
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,45-54,Female,4-13 nights,3358.33,13433.32,1303992.747,3
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,55-64,Male,4-13 nights,308.73,1543.65,313360.95,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,55-64,Female,1-3 nights,3246.211,7380.285,1027345.249,4
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,55-64,Female,4-13 nights,2809.665,21044.29,2809780.775,2
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,65 & over,Male,4-13 nights,2460.49,12904.988,1417257.542,2
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Independent,65 & over,Female,4-13 nights,916.217,6413.519,334419.205,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,16-24,Male,1-3 nights,1649.482,2828.416,319109.692,3
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,16-24,Female,1-3 nights,760.341,1520.682,162712.974,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,25-34,Male,1-3 nights,430.376,860.752,77467.68,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,25-34,Male,4-13 nights,649.715,2598.86,270931.155,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,35-44,Female,4-13 nights,779.657,3118.628,498980.48,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,45-54,Male,4-13 nights,2234.882,13536.367,746408.176,5
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,45-54,Female,1-3 nights,779.657,1559.314,629962.856,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,45-54,Female,4-13 nights,779.657,3118.628,188676.994,1
2017,Jan-Mar,Overseas residents,Air,Germany,Holiday,Non-Independent,55-64,Female,4-13 nights,649.715,4548.005,438557.625,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,16-24,Male,4-13 nights,649.715,3248.575,334603.225,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,16-24,Female,1-3 nights,457.765,1373.295,66375.925,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,25-34,Male,Nil Stay,4485.692,0,215089.083,4
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,25-34,Male,1-3 nights,10001.86,17550.76,3603712.767,12
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,25-34,Male,4-13 nights,5823.453,24073.469,6223213.019,7
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,25-34,Female,1-3 nights,10581.302,22517.611,4601839.25,13
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,25-34,Female,4-13 nights,2605.398,15613.072,3130604.538,4
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,35-44,Male,Nil Stay,14352.819,0,1676324.264,13
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,35-44,Male,1-3 nights,32677.486,60560.663,11506570.08,37
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,35-44,Male,4-13 nights,5682.976,29159.266,7985160.731,9
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,35-44,Female,Nil Stay,2092.76,0,71878.426,4
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,35-44,Female,1-3 nights,5712.897,8929.722,1723801.88,10
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,35-44,Female,4-13 nights,928.976,3715.904,311206.96,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,45-54,Male,Nil Stay,5058.403,0,1643987.696,7
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,45-54,Male,1-3 nights,24601.355,35866.358,7449098.401,31
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,45-54,Male,4-13 nights,9235.419,47302.488,5969435.453,10
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,45-54,Male,14-27 nights,928.976,18579.52,942910.64,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,45-54,Female,Nil Stay,928.976,0,106832.24,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,45-54,Female,1-3 nights,4418.058,7926.517,1528648.113,6
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,45-54,Female,4-13 nights,1523.165,8499.57,2040989.37,3
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,55-64,Male,Nil Stay,3684.857,0,435903.397,4
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,55-64,Male,1-3 nights,6237.929,12014.433,2322123.22,8
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,55-64,Male,4-13 nights,692.532,2770.128,322027.38,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,55-64,Male,14-27 nights,667.534,9345.476,797703.13,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,55-64,Female,1-3 nights,457.765,915.53,235748.975,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,65 & over,Male,Nil Stay,457.765,0,29754.725,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Independent,65 & over,Male,1-3 nights,1563.861,3123.175,86194.235,2
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Non-Independent,35-44,Male,1-3 nights,692.532,2077.596,156512.232,1
2017,Jan-Mar,Overseas residents,Air,Germany,Business,Non-Independent,45-54,Male,1-3 nights,1531.514,4594.542,903593.26,1
2017,Jan-Mar,Overseas residents,Air,Germany,Study,Independent,25-34,Male,4-13 nights,607.82,3039.1,495373.3,1
2017,Jan-Mar,Overseas residents,Air,Germany,Study,Independent,25-34,Female,3-6 months,692.532,89336.628,2259039.384,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent, 0-15,Male,4-13 nights,1158.03,5693.428,178606.082,2
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent, 0-15,Female,1-3 nights,1471.964,3766.177,551488.685,2
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,16-24,Male,1-3 nights,1857.952,5573.856,587112.832,2
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,16-24,Male,4-13 nights,3522.11,20461.569,1130835.1,6
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,16-24,Female,1-3 nights,4612.732,12766.295,1298262.51,5
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,16-24,Female,4-13 nights,11705.058,61026.414,3266979.247,11
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,25-34,Male,1-3 nights,4109.11,10532.879,758304.985,5
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,25-34,Male,4-13 nights,11163.357,54626.246,2941266.451,8
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,25-34,Female,1-3 nights,16161.595,38714.322,3781101.087,16
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,25-34,Female,4-13 nights,9556.805,53960.663,2814919.191,10
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,35-44,Male,1-3 nights,5530.292,12585.548,543672.92,5
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,35-44,Male,4-13 nights,7147.877,45963.27,2023908.036,7
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,35-44,Male,14-27 nights,1292.586,18096.204,407164.59,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,35-44,Female,Nil Stay,928.976,0,13934.64,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,35-44,Female,1-3 nights,3050.88,7853.21,318020,4
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,35-44,Female,4-13 nights,4101.183,28670.829,1358666.735,5
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,35-44,Female,14-27 nights,784.204,20389.304,11763.06,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,35-44,Female,28-90 nights,288.18,8357.22,234866.7,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,45-54,Male,1-3 nights,3761.681,9747.465,1262178.035,6
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,45-54,Male,4-13 nights,3015.555,18965.083,1037003.296,3
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,45-54,Male,14-27 nights,916.217,12827.038,1204825.355,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,45-54,Female,1-3 nights,9924.479,21180.86,1786067.225,8
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,45-54,Female,4-13 nights,2850.433,17344.015,471836.395,6
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,45-54,Female,14-27 nights,1359.352,23177.208,703172.776,2
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,55-64,Male,1-3 nights,4892.086,12976.981,535225.023,4
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,55-64,Male,4-13 nights,1776.983,8519.576,1000489.995,3
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,55-64,Male,14-27 nights,1708.633,30274.375,833667.905,2
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,55-64,Female,1-3 nights,1071.901,2143.802,169360.358,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,55-64,Female,4-13 nights,4020.248,26791.431,772553.089,6
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,65 & over,Male,1-3 nights,470.548,1411.644,30585.62,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,65 & over,Male,4-13 nights,2459.732,15465.218,453966.77,3
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,65 & over,Male,14-27 nights,1041.544,20291.576,469250.76,2
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,65 & over,Female,Nil Stay,928.976,0,15792.592,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,65 & over,Female,1-3 nights,2120.908,6362.724,31813.62,1
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,65 & over,Female,4-13 nights,6845.491,55353.608,1479004.762,6
2017,Jan-Mar,Overseas residents,Air,Germany,VFR,Independent,65 & over,Female,14-27 nights,308.73,4322.22,236178.45,1
